"CTstrict","predicted.celltype.l2","orig.ident","n"
"IGH.944.IGHV2-5_IGLC:Cluster.11.IGKV1D-8","B naive","P1043MED",1
"IGH.945.IGHV1-3_IGLC:Cluster.23.IGKV4-1","B intermediate","P1043MED",1
"IGH.946.IGHV1-46_NA.NA","B memory","P1043MED",1
"IGH.947.IGHV3-21_IGLC:Cluster.20.IGKV3-15","B memory","P1043MED",1
"IGH.949.IGHV3-23_NA.NA","B intermediate","P1043MED",1
"IGH.950.IGHV3-43_NA.NA","B naive","P1043MED",1
"IGH.951.IGHV3-30_IGLC:Cluster.37.IGLV3-21","B naive","P1043MED",1
"IGH.953.IGHV4-39_NA.NA","B naive","P1043MED",1
"IGH.956.IGHV3-43_NA.NA","B naive","P1043MED",1
"IGH.957.IGHV4-39_IGLC:Cluster.15.IGKV2-30","B naive","P1043MED",1
"IGH.958.IGHV4-34_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043MED",1
"IGH.959.IGHV4-59_NA.NA","CD4 Naive","P1043MED",1
"IGH.96.IGHV3-33_IGLC:Cluster.32.IGLV2-23","B intermediate","P1042MED",1
"IGH.960.IGHV3-33_IGLC:Cluster.1.IGKV1-5","B naive","P1043MED",1
"IGH.961.IGHV4-39_NA.NA","B naive","P1043MED",1
"IGH.962.IGHV4-61_NA.NA","B intermediate","P1043MED",1
"IGH.964.IGHV3-43_IGLC:Cluster.19.IGKV3-11","B naive","P1043MED",1
"IGH.965.IGHV1-18_NA.NA","B naive","P1043MED",1
"IGH.966.IGHV5-51_NA.NA","B intermediate","P1043MED",1
"IGH.968.IGHV5-51_NA.NA","B naive","P1043MED",1
"IGH.969.IGHV1-69-2_NA.NA","B naive","P1043MED",1
"IGH.97.IGHV3-48_IGLC:Cluster.20.IGKV3-15","B naive","P1042MED",1
"IGH.970.IGHV3-43_IGLC:Cluster.36.IGLV3-19","B naive","P1043MED",1
"IGH.973.IGHV4-34_IGLC:Cluster.23.IGKV4-1","B naive","P1043MED",1
"IGH.975.IGHV3-33_IGLC:Cluster.1.IGKV1-5","B intermediate","P1043MED",1
"IGH.976.IGHV1-69-2_IGLC:Cluster.20.IGKV3-15","B naive","P1043MED",1
"IGH.977.IGHV3-30_IGLC:Cluster.5.IGKV1-9","B naive","P1043MED",1
"IGH.978.IGHV3-43_NA.NA","B naive","P1043MED",1
"IGH.980.IGHV4-39_IGLC:Cluster.21.IGKV3-20","B naive","P1043MED",1
"IGH.982.IGHV3-21_IGLC:Cluster.7.IGKV1-12","B naive","P1043MED",1
"IGH.983.IGHV3-23_IGLC:Cluster.20.IGKV3-15","B naive","P1043MED",1
"IGH.984.IGHV1-69_IGLC.32.IGKV1-8","B intermediate","P1043MED",1
"IGH.986.IGHV4-39_IGLC:Cluster.23.IGKV4-1","B naive","P1043MED",1
"IGH.987.IGHV3-30_NA.NA","B naive","P1043MED",1
"IGH.988.IGHV3-23_IGLC:Cluster.20.IGKV3-15","B intermediate","P1043MED",1
"IGH.99.IGHV3-33_IGLC:Cluster.2.IGKV1-5","B naive","P1042MED",1
"IGH.990.IGHV3-33_IGLC:Cluster.23.IGKV4-1","B naive","P1043MED",1
"IGH.993.IGHV1-18_NA.NA","B naive","P1043MED",1
"IGH.994.IGHV3-15_IGLC:Cluster.3.IGKV1-6","B naive","P1043MED",1
"IGH.998.IGHV3-33_IGLC:Cluster.23.IGKV4-1","B intermediate","P1043MED",1
"IGH.999.IGHV3-21_IGLC:Cluster.20.IGKV3-15","B naive","P1043MED",1
"IGH:Cluster.1.IGHV1-18_IGLC:Cluster.15.IGKV2-30","B naive","P1042MED",1
"IGH:Cluster.1.IGHV1-18_NA.NA","Plasmablast","P1043CD3",1
"IGH:Cluster.10.IGHV3-23_IGLC:Cluster.20.IGKV3-15","B intermediate","P1043CD3",1
"IGH:Cluster.10.IGHV3-23_IGLC:Cluster.20.IGKV3-15","B naive","P1043CD3",1
"IGH:Cluster.11.IGHV3-23_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH:Cluster.11.IGHV3-23_NA.NA","CD4 TCM","P1043CD3",1
"IGH:Cluster.12.IGHV3-23_IGLC:Cluster.19.IGKV3-11","NK Proliferating","P1043CD3",1
"IGH:Cluster.13.IGHV3-23_IGLC:Cluster.21.IGKV3-20","B naive","P1043MED",1
"IGH:Cluster.14.IGHV3-23_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043CD3",1
"IGH:Cluster.14.IGHV3-23_IGLC:Cluster.21.IGKV3-20","CD4 TCM","P1043HIV",1
"IGH:Cluster.15.IGHV3-30_NA.NA","B naive","P1043MED",1
"IGH:Cluster.16.IGHV3-33_IGLC:Cluster.4.IGKV1-8","B intermediate","P1043CD3",1
"IGH:Cluster.17.IGHV3-48_IGLC:Cluster.1.IGKV1-5","B intermediate","JLKCD3",1
"IGH:Cluster.17.IGHV3-48_IGLC:Cluster.1.IGKV1-5","B intermediate","P1043HIV",1
"IGH:Cluster.18.IGHV3-48_IGLC:Cluster.36.IGLV3-19","B intermediate","JLKCD3",1
"IGH:Cluster.18.IGHV3-48_NA.NA","B intermediate","JLKCD3",1
"IGH:Cluster.19.IGHV3-48_NA.NA","B naive","P1043HIV",1
"IGH:Cluster.19.IGHV3-48_NA.NA","CD4 TCM","P1043CD3",1
"IGH:Cluster.2.IGHV1-24_IGLC:Cluster.23.IGKV4-1","Plasmablast","JLKCD3",1
"IGH:Cluster.21.IGHV3-74_IGLC:Cluster.16.IGKV2D-28","B intermediate","P1043HIV",1
"IGH:Cluster.22.IGHV4-34_IGLC:Cluster.21.IGKV3-20","B naive","P1042MED",1
"IGH:Cluster.22.IGHV4-34_NA.NA","B naive","P1043MED",1
"IGH:Cluster.23.IGHV4-34_IGLC:Cluster.13.IGKV1D-39","CD8 TEM","P1043HIV",1
"IGH:Cluster.23.IGHV4-34_NA.NA","B naive","P1043HIV",1
"IGH:Cluster.24.IGHV4-34_IGLC:Cluster.22.IGKV3-20","B naive","JLKMED",1
"IGH:Cluster.24.IGHV4-34_NA.NA","B naive","P1042MED",1
"IGH:Cluster.25.IGHV4-39_IGLC:Cluster.23.IGKV4-1","B intermediate","P1043CD3",1
"IGH:Cluster.25.IGHV4-39_IGLC:Cluster.8.IGKV1-17","Plasmablast","P1043CD3",1
"IGH:Cluster.26.IGHV4-39_IGLC:Cluster.3.IGKV1-6","Plasmablast","P1043CD3",1
"IGH:Cluster.27.IGHV4-39_IGLC:Cluster.1.IGKV1-5","B naive","P1043MED",1
"IGH:Cluster.28.IGHV4-59_IGLC:Cluster.13.IGKV1D-39","B naive","P1042MED",1
"IGH:Cluster.3.IGHV1-69-2_IGLC:Cluster.17.IGKV2D-29","B intermediate","P1043CD3",1
"IGH:Cluster.3.IGHV1-69-2_NA.NA","B naive","P1042MED",1
"IGH:Cluster.4.IGHV3-15_NA.NA","B intermediate","P1042HIV",1
"IGH:Cluster.5.IGHV3-21_IGLC:Cluster.1.IGKV1-5","B naive","P1043HIV",1
"IGH:Cluster.5.IGHV3-21_IGLC:Cluster.9.IGKV1-27","B intermediate","P1043CD3",1
"IGH:Cluster.5.IGHV3-21_NA.NA","CD4 TCM","P1042CD3",1
"IGH:Cluster.6.IGHV3-21_IGLC:Cluster.23.IGKV4-1","B intermediate","P1043MED",1
"IGH:Cluster.6.IGHV3-21_IGLC:Cluster.32.IGLV2-23","B naive","P1042MED",1
"IGH:Cluster.7.IGHV3-23_NA.NA","Plasmablast","P1042CD3",1
"IGH:Cluster.8.IGHV3-23_IGLC.26.IGKV3D-20","B naive","P1043MED",1
"IGH:Cluster.8.IGHV3-23_IGLC:Cluster.20.IGKV3-15","B intermediate","P1043CD3",1
"IGH:Cluster.8.IGHV3-23_IGLC:Cluster.23.IGKV4-1","B intermediate","P1043CD3",1
"NA.NA_IGLC.11.IGKV1D-39","CD4 TCM","P1042CD3",1
"NA.NA_IGLC.99.IGKV1-16","CD4 Proliferating","JLKCD3",1
"NA.NA_IGLC:Cluster.1.IGKV1-5","Plasmablast","P1043CD3",1
"NA.NA_IGLC:Cluster.10.IGKV1-33","CD4 TCM","P1043CD3",2
"NA.NA_IGLC:Cluster.10.IGKV1-33","Plasmablast","JLKCD3",1
"NA.NA_IGLC:Cluster.13.IGKV1D-39","CD4 TCM","P1042CD3",1
"NA.NA_IGLC:Cluster.13.IGKV1D-39","CD4 TCM","P1043CD3",1
"NA.NA_IGLC:Cluster.13.IGKV1D-39","Plasmablast","P1042CD3",1
"NA.NA_IGLC:Cluster.13.IGKV1D-39","Plasmablast","P1043CD3",1
"NA.NA_IGLC:Cluster.15.IGKV2-30","B memory","JLKMED",1
"NA.NA_IGLC:Cluster.16.IGKV2D-28","CD4 Proliferating","P1043CD3",1
"NA.NA_IGLC:Cluster.19.IGKV3-11","CD4 Proliferating","P1043CD3",1
"NA.NA_IGLC:Cluster.19.IGKV3-11","CD4 TCM","P1042CD3",2
"NA.NA_IGLC:Cluster.19.IGKV3-11","CD4 TCM","P1043CD3",1
"NA.NA_IGLC:Cluster.20.IGKV3-15","B intermediate","P1043CD3",1
"NA.NA_IGLC:Cluster.21.IGKV3-20","B intermediate","JLKCD3",1
"NA.NA_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043HIV",1
"NA.NA_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043MED",1
"NA.NA_IGLC:Cluster.21.IGKV3-20","B memory","P1043MED",1
"NA.NA_IGLC:Cluster.21.IGKV3-20","CD4 TCM","JLKCD3",1
"NA.NA_IGLC:Cluster.21.IGKV3-20","CD4 TCM","P1043CD3",2
"NA.NA_IGLC:Cluster.21.IGKV3-20","Plasmablast","P1043CD3",2
"NA.NA_IGLC:Cluster.23.IGKV4-1","B intermediate","JLKMED",1
"NA.NA_IGLC:Cluster.23.IGKV4-1","B intermediate","P1043HIV",1
"NA.NA_IGLC:Cluster.23.IGKV4-1","B intermediate","P1043MED",1
"NA.NA_IGLC:Cluster.23.IGKV4-1","B memory","P1043CD3",1
"NA.NA_IGLC:Cluster.28.IGLV1-44","B intermediate","P1043MED",1
"NA.NA_IGLC:Cluster.29.IGLV2-11","B naive","P1043HIV",1
"NA.NA_IGLC:Cluster.3.IGKV1-6","CD4 TCM","P1043CD3",1
"NA.NA_IGLC:Cluster.33.IGLV2-23","NK Proliferating","P1043CD3",1
"NA.NA_IGLC:Cluster.34.IGLV3-1","Plasmablast","JLKCD3",1
"NA.NA_IGLC:Cluster.37.IGLV3-21","B intermediate","P1043CD3",1
"NA.NA_IGLC:Cluster.8.IGKV1-17","B naive","P1042MED",1
